time,flux,flux_err
0.0,1.0022321810815287,0.001
0.006946231026498585,1.0016011462989725,0.001
0.01389246205299717,1.0021779390293846,0.001
0.020838693079495756,1.001113404412199,0.001
0.02778492410599434,1.0022130812916812,0.001
0.034731155132492926,1.0008929828311153,0.001
0.04167738615899151,1.0001593319983564,0.001
0.048623617185490096,1.0009433586035716,0.001
0.05556984821198868,1.0001126908187163,0.001
0.06251607923848726,1.0009239888940202,0.001
0.06946231026498585,1.0018274912371052,0.001
0.07640854129148444,1.0001404660865518,0.001
0.08335477231798302,0.999947110369803,0.001
0.0903010033444816,1.0019861736148337,0.001
0.09724723437098019,1.0013560903977263,0.001
0.10419346539747878,1.0011850058467695,0.001
0.11113969642397736,1.0005954457755444,0.001
0.11808592745047594,1.0029785164960177,0.001
0.12503215847697452,1.002043159190211,0.001
0.13197838950347313,0.9996440517180231,0.001
0.1389246205299717,1.0000520147325938,0.001
0.14587085155647028,1.001613125627731,0.001
0.1528170825829689,1.0030076969984965,0.001
0.15976331360946747,1.0015055703055131,0.001
0.16670954463596604,1.0021533169339436,0.001
0.17365577566246462,1.0001286665983855,0.001
0.1806020066889632,1.003000335289285,0.001
0.1875482377154618,1.0031066605334704,0.001
0.19449446874196039,1.0021769762007202,0.001
0.20144069976845896,1.002648603861324,0.001
0.20838693079495757,1.0028401840814554,0.001
0.21533316182145615,1.0020718266103783,0.001
0.22227939284795473,1.0001872915676768,0.001
0.2292256238744533,1.0008453401403068,0.001
0.23617185490095188,1.0020515461947437,0.001
0.2431180859274505,1.002634824589021,0.001
0.25006431695394904,1.001128003353699,0.001
0.25701054798044765,1.0009717392131658,0.001
0.26395677900694625,1.0034060080437464,0.001
0.2709030100334448,1.0025856379572335,0.001
0.2778492410599434,1.0024856990223545,0.001
0.284795472086442,1.0024299776208772,0.001
0.29174170311294056,1.0022580828271985,0.001
0.29868793413943917,1.0014542601639722,0.001
0.3056341651659378,1.00003045507958,0.001
0.3125803961924363,0.9975537239248384,0.001
0.31952662721893493,0.9972942138382982,0.001
0.3264728582454335,0.9972230436193501,0.001
0.3334190892719321,0.9957937538730246,0.001
0.3403653202984307,0.9974351124783755,0.001
0.34731155132492925,0.9955832527857206,0.001
0.35425778235142785,0.9955211285152673,0.001
0.3612040133779264,0.9974952534805568,0.001
0.368150244404425,0.9964370323069848,0.001
0.3750964754309236,0.9950182325848548,0.001
0.38204270645742217,0.9959622805985849,0.001
0.38898893748392077,0.9971117470575648,0.001
0.3959351685104194,0.9980402414268364,0.001
0.40288139953691793,0.9954389299295883,0.001
0.40982763056341653,0.9958867296234097,0.001
0.41677386158991514,1.0000535846785858,0.001
0.4237200926164137,0.9976813075674784,0.001
0.4306663236429123,1.001320619655404,0.001
0.43761255466941085,1.0008221514284443,0.001
0.44455878569590945,1.0011467401374816,0.001
0.45150501672240806,1.0022785369242468,0.001
0.4584512477489066,1.0007953357848811,0.001
0.4653974787754052,1.0033875362172446,0.001
0.47234370980190377,1.003184236828037,0.001
0.47928994082840237,1.0034040917884095,0.001
0.486236171854901,1.0004348153455063,0.001
0.49318240288139953,1.0033797897755203,0.001
0.5001286339078981,1.0046789092570674,0.001
0.5070748649343967,1.0035349150402926,0.001
0.5140210959608953,0.9996859599645934,0.001
0.5209673269873939,1.0025231482344326,0.001
0.5279135580138925,1.0028416550793329,0.001
0.5348597890403911,1.0025827125379274,0.001
0.5418060200668896,1.0027066717525175,0.001
0.5487522510933882,1.0038728442999125,0.001
0.5556984821198868,1.0040759012345926,0.001
0.5626447131463854,1.0026267175628316,0.001
0.569590944172884,1.0028365634195517,0.001
0.5765371751993825,1.003327000974893,0.001
0.5834834062258811,1.0040264685993403,0.001
0.5904296372523797,1.0045569732481383,0.001
0.5973758682788783,1.0030817403261107,0.001
0.604322099305377,1.0023389089633976,0.001
0.6112683303318756,1.0023496940822898,0.001
0.618214561358374,1.001666278024119,0.001
0.6251607923848727,1.002035972302018,0.001
0.6321070234113713,1.0029389194862814,0.001
0.6390532544378699,1.0033635192026864,0.001
0.6459994854643685,1.0043490899012073,0.001
0.652945716490867,1.00260259670031,0.001
0.6598919475173656,1.0039617066256459,0.001
0.6668381785438642,1.0032757725106243,0.001
0.6737844095703628,1.001866088642024,0.001
0.6807306405968614,1.0028543998447708,0.001
0.6876768716233599,1.0015391932424824,0.001
0.6946231026498585,1.0047666112666735,0.001
0.7015693336763571,1.0028672289230565,0.001
0.7085155647028557,1.0033618413835241,0.001
0.7154617957293543,1.00385961875629,0.001
0.7224080267558528,1.0016368728248384,0.001
0.7293542577823514,1.0012458755075697,0.001
0.73630048880885,1.002323923846053,0.001
0.7432467198353486,1.002239621022583,0.001
0.7501929508618472,1.002476678074437,0.001
0.7571391818883458,1.003382389076072,0.001
0.7640854129148443,1.003540369346794,0.001
0.7710316439413429,1.0013408774875838,0.001
0.7779778749678415,1.0016629994763706,0.001
0.7849241059943401,1.0029475152838465,0.001
0.7918703370208388,1.001066808544824,0.001
0.7988165680473372,1.0033101560830548,0.001
0.8057627990738359,1.0028874530373568,0.001
0.8127090301003345,1.0026583983820436,0.001
0.8196552611268331,1.0030728099576762,0.001
0.8266014921533317,1.0021852241683062,0.001
0.8335477231798303,1.0036921848605238,0.001
0.8404939542063288,1.0018620326505432,0.001
0.8474401852328274,1.0031652062333076,0.001
0.854386416259326,1.0039876576315958,0.001
0.8613326472858246,1.0020496157599557,0.001
0.8682788783123232,1.002923447163438,0.001
0.8752251093388217,1.0019333054245192,0.001
0.8821713403653203,1.0031034402261187,0.001
0.8891175713918189,1.0006392368931023,0.001
0.8960638024183175,1.0014439136542888,0.001
0.9030100334448161,1.0012340427173523,0.001
0.9099562644713146,1.0030359631287686,0.001
0.9169024954978132,1.0037098452490267,0.001
0.9238487265243118,1.0028946172785753,0.001
0.9307949575508104,1.003393256811291,0.001
0.937741188577309,1.0037351410410673,0.001
0.9446874196038075,1.0014560627680995,0.001
0.9516336506303061,1.0042511113680266,0.001
0.9585798816568047,1.0021856740772928,0.001
0.9655261126833034,1.0036075339367379,0.001
0.972472343709802,1.0020338847880537,0.001
0.9794185747363006,1.0042440363307852,0.001
0.9863648057627991,1.0014485285502326,0.001
0.9933110367892977,1.0037706322129565,0.001
1.0002572678157962,1.0024226194710157,0.001
1.0072034988422949,1.0042318779414967,0.001
1.0141497298687934,1.0018014057409799,0.001
1.021095960895292,1.002425687521231,0.001
1.0280421919217906,1.0021401221140163,0.001
1.0349884229482893,1.0021521901589299,0.001
1.0419346539747878,1.0029161071040533,0.001
1.0488808850012863,1.0046515507237705,0.001
1.055827116027785,1.002155757472144,0.001
